"Id","y"
"2000","2"
"2001","1"
"2002","1"
"2003","2"
"2004","2"
"2005","1"
"2006","2"
"2007","0"
"2008","1"
"2009","1"
"2010","0"
"2011","0"
"2012","2"
"2013","1"
"2014","0"
"2015","1"
"2016","0"
"2017","1"
"2018","0"
"2019","0"
"2020","1"
"2021","2"
"2022","0"
"2023","0"
"2024","0"
"2025","1"
"2026","1"
"2027","0"
"2028","0"
"2029","0"
"2030","0"
"2031","0"
"2032","1"
"2033","0"
"2034","2"
"2035","2"
"2036","1"
"2037","0"
"2038","0"
"2039","1"
"2040","2"
"2041","0"
"2042","2"
"2043","0"
"2044","1"
"2045","2"
"2046","2"
"2047","0"
"2048","0"
"2049","1"
"2050","0"
"2051","2"
"2052","2"
"2053","0"
"2054","1"
"2055","1"
"2056","1"
"2057","1"
"2058","2"
"2059","1"
"2060","2"
"2061","1"
"2062","0"
"2063","1"
"2064","2"
"2065","1"
"2066","0"
"2067","1"
"2068","0"
"2069","1"
"2070","0"
"2071","1"
"2072","0"
"2073","2"
"2074","1"
"2075","2"
"2076","1"
"2077","0"
"2078","2"
"2079","2"
"2080","2"
"2081","2"
"2082","1"
"2083","1"
"2084","1"
"2085","1"
"2086","0"
"2087","1"
"2088","0"
"2089","1"
"2090","0"
"2091","0"
"2092","1"
"2093","2"
"2094","1"
"2095","2"
"2096","1"
"2097","0"
"2098","1"
"2099","2"
"2100","2"
"2101","2"
"2102","0"
"2103","2"
"2104","2"
"2105","1"
"2106","1"
"2107","1"
"2108","2"
"2109","0"
"2110","2"
"2111","1"
"2112","1"
"2113","1"
"2114","1"
"2115","2"
"2116","1"
"2117","1"
"2118","2"
"2119","2"
"2120","0"
"2121","2"
"2122","2"
"2123","2"
"2124","1"
"2125","2"
"2126","1"
"2127","0"
"2128","2"
"2129","2"
"2130","1"
"2131","0"
"2132","1"
"2133","2"
"2134","1"
"2135","1"
"2136","0"
"2137","2"
"2138","1"
"2139","2"
"2140","2"
"2141","1"
"2142","1"
"2143","1"
"2144","1"
"2145","0"
"2146","2"
"2147","1"
"2148","1"
"2149","1"
"2150","1"
"2151","2"
"2152","0"
"2153","1"
"2154","2"
"2155","0"
"2156","1"
"2157","2"
"2158","2"
"2159","1"
"2160","1"
"2161","0"
"2162","1"
"2163","1"
"2164","1"
"2165","2"
"2166","1"
"2167","0"
"2168","1"
"2169","2"
"2170","1"
"2171","2"
"2172","2"
"2173","0"
"2174","2"
"2175","1"
"2176","1"
"2177","2"
"2178","2"
"2179","2"
"2180","1"
"2181","2"
"2182","0"
"2183","2"
"2184","2"
"2185","0"
"2186","2"
"2187","2"
"2188","1"
"2189","0"
"2190","0"
"2191","2"
"2192","2"
"2193","2"
"2194","0"
