"Id","y"
"2000","2"
"2001","0"
"2002","0"
"2003","0"
"2004","0"
"2005","1"
"2006","0"
"2007","0"
"2008","0"
"2009","0"
"2010","0"
"2011","0"
"2012","0"
"2013","0"
"2014","2"
"2015","1"
"2016","0"
"2017","2"
"2018","0"
"2019","1"
"2020","1"
"2021","0"
"2022","0"
"2023","0"
"2024","0"
"2025","1"
"2026","0"
"2027","0"
"2028","0"
"2029","0"
"2030","0"
"2031","0"
"2032","0"
"2033","0"
"2034","1"
"2035","0"
"2036","1"
"2037","2"
"2038","0"
"2039","2"
"2040","1"
"2041","0"
"2042","0"
"2043","0"
"2044","0"
"2045","0"
"2046","2"
"2047","0"
"2048","0"
"2049","1"
"2050","0"
"2051","0"
"2052","0"
"2053","0"
"2054","0"
"2055","0"
"2056","0"
"2057","0"
"2058","1"
"2059","1"
"2060","0"
"2061","1"
"2062","2"
"2063","0"
"2064","0"
"2065","0"
"2066","0"
"2067","1"
"2068","0"
"2069","2"
"2070","0"
"2071","1"
"2072","0"
"2073","2"
"2074","1"
"2075","1"
"2076","1"
"2077","0"
"2078","1"
"2079","2"
"2080","0"
"2081","0"
"2082","0"
"2083","0"
"2084","0"
"2085","0"
"2086","1"
"2087","1"
"2088","0"
"2089","0"
"2090","0"
"2091","0"
"2092","0"
"2093","1"
"2094","1"
"2095","0"
"2096","0"
"2097","0"
"2098","0"
"2099","0"
"2100","0"
"2101","1"
"2102","0"
"2103","0"
"2104","0"
"2105","1"
"2106","0"
"2107","2"
"2108","0"
"2109","0"
"2110","1"
"2111","1"
"2112","2"
"2113","1"
"2114","1"
"2115","1"
"2116","0"
"2117","0"
"2118","0"
"2119","2"
"2120","0"
"2121","0"
"2122","0"
"2123","2"
"2124","2"
"2125","0"
"2126","0"
"2127","0"
"2128","2"
"2129","1"
"2130","0"
"2131","0"
"2132","0"
"2133","0"
"2134","0"
"2135","0"
"2136","0"
"2137","2"
"2138","2"
"2139","2"
"2140","0"
"2141","2"
"2142","1"
"2143","1"
"2144","0"
"2145","0"
"2146","1"
"2147","0"
"2148","0"
"2149","1"
"2150","0"
"2151","0"
"2152","0"
"2153","1"
"2154","0"
"2155","0"
"2156","1"
"2157","0"
"2158","2"
"2159","1"
"2160","0"
"2161","0"
"2162","1"
"2163","1"
"2164","0"
"2165","2"
"2166","1"
"2167","0"
"2168","0"
"2169","2"
"2170","0"
"2171","1"
"2172","0"
"2173","0"
"2174","1"
"2175","0"
"2176","2"
"2177","1"
"2178","1"
"2179","0"
"2180","0"
"2181","2"
"2182","0"
"2183","2"
"2184","0"
"2185","0"
"2186","1"
"2187","0"
"2188","0"
"2189","0"
"2190","1"
"2191","0"
"2192","0"
"2193","1"
"2194","0"
"2195","2"
"2196","1"
"2197","0"
"2198","1"
"2199","0"
"2200","2"
"2201","0"
"2202","0"
"2203","0"
"2204","0"
"2205","1"
"2206","0"
"2207","1"
"2208","0"
"2209","2"
"2210","0"
"2211","0"
"2212","1"
"2213","2"
"2214","0"
"2215","0"
"2216","1"
"2217","2"
"2218","0"
"2219","0"
"2220","1"
"2221","0"
"2222","0"
"2223","2"
"2224","0"
"2225","1"
"2226","0"
"2227","1"
"2228","1"
"2229","0"
"2230","0"
"2231","0"
"2232","0"
"2233","0"
"2234","2"
"2235","0"
"2236","1"
"2237","0"
"2238","0"
"2239","0"
"2240","1"
"2241","2"
"2242","0"
"2243","0"
"2244","0"
"2245","0"
"2246","0"
"2247","1"
"2248","0"
"2249","0"
"2250","1"
"2251","0"
"2252","2"
"2253","0"
"2254","1"
"2255","0"
"2256","0"
"2257","0"
"2258","2"
"2259","0"
"2260","0"
"2261","2"
"2262","0"
"2263","0"
"2264","0"
"2265","0"
"2266","0"
"2267","0"
"2268","1"
"2269","0"
"2270","0"
"2271","0"
"2272","0"
"2273","0"
"2274","0"
"2275","0"
"2276","0"
"2277","0"
"2278","0"
"2279","1"
"2280","0"
"2281","0"
"2282","1"
"2283","0"
"2284","0"
"2285","0"
"2286","1"
"2287","0"
"2288","2"
"2289","0"
"2290","1"
"2291","0"
"2292","1"
"2293","2"
"2294","0"
"2295","0"
"2296","1"
"2297","0"
"2298","0"
"2299","0"
"2300","0"
"2301","0"
"2302","2"
"2303","0"
"2304","0"
"2305","0"
"2306","2"
"2307","0"
"2308","1"
"2309","2"
"2310","0"
"2311","0"
"2312","1"
"2313","0"
"2314","0"
"2315","2"
"2316","1"
"2317","0"
"2318","0"
"2319","0"
"2320","0"
"2321","0"
"2322","0"
"2323","0"
"2324","0"
"2325","1"
"2326","0"
"2327","1"
"2328","1"
"2329","2"
"2330","0"
"2331","0"
"2332","2"
"2333","1"
"2334","0"
"2335","2"
"2336","0"
"2337","0"
"2338","0"
"2339","0"
"2340","1"
"2341","2"
"2342","0"
"2343","0"
"2344","0"
"2345","0"
"2346","1"
"2347","0"
"2348","0"
"2349","0"
"2350","2"
"2351","0"
"2352","0"
"2353","0"
"2354","1"
"2355","0"
"2356","0"
"2357","0"
"2358","0"
"2359","1"
"2360","0"
"2361","0"
"2362","0"
"2363","0"
"2364","0"
"2365","0"
"2366","0"
"2367","0"
"2368","0"
"2369","0"
"2370","0"
"2371","1"
"2372","1"
"2373","0"
"2374","1"
"2375","0"
"2376","0"
"2377","1"
"2378","0"
"2379","1"
"2380","1"
"2381","0"
"2382","0"
"2383","1"
"2384","0"
"2385","1"
"2386","0"
"2387","0"
"2388","2"
"2389","2"
"2390","1"
"2391","0"
"2392","0"
"2393","2"
"2394","2"
"2395","2"
"2396","0"
"2397","0"
"2398","0"
"2399","0"
"2400","0"
"2401","0"
"2402","1"
"2403","1"
"2404","0"
"2405","0"
"2406","1"
"2407","0"
"2408","0"
"2409","2"
"2410","0"
"2411","0"
"2412","0"
"2413","1"
"2414","0"
"2415","0"
"2416","0"
"2417","0"
"2418","0"
"2419","0"
"2420","1"
"2421","1"
"2422","0"
"2423","0"
"2424","1"
"2425","1"
"2426","0"
"2427","1"
"2428","2"
"2429","1"
"2430","1"
"2431","0"
"2432","0"
"2433","1"
"2434","0"
"2435","2"
"2436","0"
"2437","1"
"2438","0"
"2439","2"
"2440","0"
"2441","0"
"2442","1"
"2443","0"
