0.43747476,0.61780345,0.7814989,0.40449885,0.7180659,0.5547318,0.45953983,0.57932365,0.64844054,0.67416596,0.58132726,0.8264449,0.68874913,0.60545784,0.45148677,0.3759055,0.35093576,0.27492672,0.5474033,0.44714147,0.7034322,0.5384219,0.5627864,0.1687562,0.4620521,0.43895677,0.36175752,0.44845787
0.43697268,0.6119189,0.7879078,0.40348023,0.72504944,0.5591962,0.4606388,0.5883198,0.6570274,0.66736114,0.58757913,0.8215962,0.69192255,0.5970004,0.45615256,0.37074885,0.34618682,0.27188534,0.547634,0.4396287,0.70904446,0.5420885,0.5684561,0.16490549,0.45413932,0.4364979,0.36075297,0.4626985
0.43770012,0.6194425,0.7836676,0.40521553,0.71992475,0.5563073,0.4615458,0.5823497,0.6500659,0.67853296,0.579434,0.8271101,0.6892029,0.6081923,0.4511722,0.37830973,0.350129,0.2728319,0.54857457,0.44802344,0.7034098,0.5400672,0.56577015,0.17012154,0.46383485,0.43787894,0.3607376,0.44619548
0.43663958,0.6213299,0.78377813,0.40723276,0.72108877,0.5546414,0.46211362,0.59049386,0.6588548,0.675299,0.5909122,0.8271514,0.69145316,0.6057939,0.4526051,0.37259603,0.34933257,0.27039635,0.5497122,0.4507272,0.70436394,0.5374583,0.5626065,0.16863446,0.45742235,0.43233362,0.3677885,0.45831093
0.4382361,0.60741794,0.78125936,0.41137463,0.7212058,0.5509829,0.45755193,0.5852007,0.65351146,0.6742337,0.59238166,0.82572955,0.6897584,0.6076871,0.4552616,0.37825602,0.35341066,0.2698094,0.55243,0.44412047,0.70707846,0.5398491,0.5642169,0.16419677,0.463267,0.4335578,0.36422068,0.45291123
0.43783918,0.6114267,0.78599346,0.4076308,0.7261488,0.5512469,0.46139562,0.5894663,0.6577793,0.6790913,0.5878147,0.8265751,0.6935587,0.60438687,0.45478636,0.37292978,0.3476466,0.2672954,0.5512429,0.44899392,0.71091694,0.54232043,0.57079166,0.16735883,0.46291733,0.4353075,0.36667758,0.45646098
0.4379746,0.6162032,0.77853566,0.406108,0.7182158,0.5528026,0.46001,0.58382446,0.6540069,0.6750522,0.58195174,0.82404244,0.6870985,0.60871035,0.45063025,0.37478742,0.3511161,0.2710805,0.5507145,0.44653127,0.7075546,0.53802603,0.5626292,0.16691764,0.45752552,0.43803313,0.36968157,0.4496241
0.43461624,0.61354905,0.78590924,0.40463376,0.72128844,0.5545834,0.46035397,0.58825094,0.65824234,0.67426735,0.58497024,0.82807237,0.69420063,0.6023208,0.46011153,0.3859983,0.34769598,0.27029896,0.5527806,0.44790345,0.7057569,0.5422859,0.56800395,0.16832782,0.47150522,0.43175244,0.36398044,0.45095935
0.4380768,0.6185937,0.78388155,0.40674856,0.7217322,0.5561237,0.4639794,0.5846729,0.6498663,0.67763215,0.5791569,0.8276036,0.6909761,0.60433155,0.45352685,0.3768731,0.35135013,0.27438694,0.5504841,0.44730264,0.70439816,0.5439651,0.5689499,0.16941111,0.46156022,0.43755972,0.35818768,0.44345576
0.43590888,0.6176316,0.78739154,0.40745893,0.7252527,0.5523897,0.46222562,0.58596367,0.6630123,0.6766096,0.58269864,0.83216506,0.6852115,0.6022213,0.4534583,0.3787847,0.3474929,0.2645639,0.5542657,0.44726112,0.7069641,0.54372543,0.562463,0.16743171,0.47089383,0.43724188,0.36699188,0.4504736
0.43128982,0.61276484,0.78458524,0.40525338,0.7246701,0.5551832,0.46604693,0.59117734,0.65411186,0.6721607,0.58364695,0.8273437,0.697052,0.6002299,0.45632082,0.37642726,0.35035795,0.26870844,0.5523985,0.44166198,0.70612717,0.5429848,0.5744818,0.16562675,0.4522468,0.43434313,0.36363563,0.45234403
0.43586472,0.62450576,0.7853498,0.4064021,0.71820325,0.5568199,0.46000278,0.580405,0.6498084,0.6764153,0.58516556,0.8259377,0.6894138,0.60682356,0.45352545,0.37694696,0.35143682,0.2768129,0.54250693,0.44951057,0.7038673,0.54273945,0.5616594,0.16494033,0.46083474,0.43391913,0.35868782,0.4427653
